Member_Id	Percent_of_customers	Percent_of_Total_Running_Sum_of_P_Q	P_Q
5680572	0.845198464	96.156135628%	6370
11264254	0.845326504	96.159705896%	6369
16971780	0.845454545	96.163276165%	6369
11479393	0.845582586	96.166843070%	6363
1126461	0.845710627	96.170408293%	6360
11806635	0.845838668	96.173973516%	6360
13132308	0.845966709	96.177538739%	6360
13729317	0.846094750	96.181103962%	6360
1383570	0.846222791	96.184669185%	6360
15675969	0.846350832	96.188234408%	6360
16445978	0.846478873	96.191799631%	6360
16829992	0.846606914	96.195364855%	6360
17469183	0.846734955	96.198930078%	6360
18051936	0.846862996	96.202495301%	6360
7353088	0.846991037	96.206060524%	6360
983097	0.847119078	96.209625747%	6360
12157693	0.847247119	96.213189288%	6357
9428971	0.847375160	96.216750027%	6352
16863667	0.847503201	96.220309644%	6350
7194472	0.847631242	96.223869262%	6350
17228325	0.847759283	96.227428319%	6349
13845877	0.847887324	96.230986815%	6348
16354431	0.848015365	96.234545311%	6348
7933970	0.848143406	96.238102686%	6346
17908048	0.848271447	96.241657819%	6342
1127202	0.848399488	96.245209589%	6336
5283158	0.848527529	96.248761358%	6336
12769940	0.848655570	96.252311446%	6333
15813871	0.848783611	96.255860973%	6332
12468698	0.848911652	96.259409379%	6330
5824844	0.849039693	96.262957785%	6330
7730258	0.849167734	96.266505631%	6329
14823415	0.849295775	96.270051234%	6325
16667092	0.849423816	96.273594034%	6320
17826440	0.849551857	96.277136835%	6320
5818443	0.849679898	96.280679635%	6320
9836544	0.849807939	96.284222435%	6320
6669674	0.849935980	96.287764675%	6319
8074165	0.850064020	96.291306915%	6319
17810762	0.850192061	96.294845231%	6312
1261414	0.850320102	96.298382986%	6311
7228347	0.850448143	96.301920741%	6311
3366464	0.850576184	96.305453451%	6302
1490960	0.850704225	96.308985040%	6300
15576283	0.850832266	96.312516629%	6300
16821535	0.850960307	96.316048218%	6300
18113416	0.851088348	96.319579807%	6300
3000448	0.851216389	96.323111396%	6300
314858	0.851344430	96.326642985%	6300
3252790	0.851472471	96.330174574%	6300
4666759	0.851600512	96.333706163%	6300
6763965	0.851728553	96.337237752%	6300
6857325	0.851856594	96.340769341%	6300
7559494	0.851984635	96.344300929%	6300
9297820	0.852112676	96.347832518%	6300
10587717	0.852240717	96.351363547%	6299
12365462	0.852368758	96.354894575%	6299
14627651	0.852496799	96.358425604%	6299
2066743	0.852624840	96.361956632%	6299
6957156	0.852752881	96.365487660%	6299
9199655	0.852880922	96.369018689%	6299
9470685	0.853008963	96.372549717%	6299
9511709	0.853137004	96.376080745%	6299
6824233	0.853265045	96.379610092%	6296
15870141	0.853393086	96.383136636%	6291
10825227	0.853521127	96.386662619%	6290
12673920	0.853649168	96.390188602%	6290
1600863	0.853777209	96.393714586%	6290
16084963	0.853905250	96.397240569%	6290
17030852	0.854033291	96.400766552%	6290
18053719	0.854161332	96.404292535%	6290
5758010	0.854289373	96.407818519%	6290
7006638	0.854417414	96.411344502%	6290
9758681	0.854545455	96.414870485%	6290
1827053	0.854673496	96.418391984%	6282
16824239	0.854801536	96.421912922%	6281
16008558	0.854929577	96.425433299%	6280
3090457	0.855057618	96.428953677%	6280
6297258	0.855185659	96.432474055%	6280
9340603	0.855313700	96.435994432%	6280
732750	0.855441741	96.439513689%	6278
8150976	0.855569782	96.443031824%	6276
1827598	0.855697823	96.446548277%	6273
13038911	0.855825864	96.450063049%	6270
6786884	0.855953905	96.453577821%	6270
9432892	0.856081946	96.457092593%	6270
9793024	0.856209987	96.460601759%	6260
8026613	0.856338028	96.464109804%	6258
4984176	0.856466069	96.467616728%	6256
5633191	0.856594110	96.471123091%	6255
9444468	0.856722151	96.474628894%	6254
10964949	0.856850192	96.478133576%	6252
13511078	0.856978233	96.481637136%	6250
1599029	0.857106274	96.485140697%	6250
16168643	0.857234315	96.488644257%	6250
10677374	0.857362356	96.492147257%	6249
1607769	0.857490397	96.495649696%	6248
6474728	0.857618438	96.499152136%	6248
15537123	0.857746479	96.502653454%	6246
1789307	0.857874520	96.506154211%	6245
9157658	0.858002561	96.509654969%	6245
15901299	0.858130602	96.513155166%	6244
375709	0.858258643	96.516651439%	6237
6594397	0.858386684	96.520147152%	6236
14161681	0.858514725	96.523642303%	6235
15169582	0.858642766	96.527136895%	6234
6772803	0.858770807	96.530629244%	6230
13248979	0.858898848	96.534115987%	6220
15505155	0.859026889	96.537601609%	6218
12333483	0.859154930	96.541082747%	6210
14733981	0.859282971	96.544563885%	6210
9810362	0.859411012	96.548045023%	6210
13148175	0.859539052	96.551523918%	6206
3023816	0.859667093	96.555002813%	6206
8740977	0.859795134	96.558481709%	6206
11780845	0.859923175	96.561960044%	6205
15199913	0.860051216	96.565436136%	6201
1110046	0.860179257	96.568911668%	6200
12342383	0.860307298	96.572387200%	6200
12436445	0.860435339	96.575862732%	6200
1586556	0.860563380	96.579338264%	6200
17689345	0.860691421	96.582813796%	6200
17904564	0.860819462	96.586289328%	6200
571622	0.860947503	96.589764860%	6200
2443750	0.861075544	96.593239831%	6199
6201277	0.861203585	96.596714803%	6199
17874560	0.861331626	96.600189214%	6198
5834534	0.861459667	96.603660822%	6193
5899520	0.861587708	96.607131308%	6191
2956091	0.861715749	96.610601235%	6190
16635231	0.861843790	96.614070040%	6188
13277479	0.861971831	96.617535482%	6182
11163697	0.862099872	96.620999802%	6180
16148641	0.862227913	96.624464123%	6180
16754115	0.862355954	96.627928443%	6180
17901982	0.862483995	96.631392764%	6180
9725985	0.862612036	96.634857084%	6180
15591674	0.862740077	96.638320284%	6178
9310825	0.862868118	96.641782362%	6176
17140213	0.862996159	96.645243880%	6175
17445010	0.863124200	96.648705398%	6175
18122817	0.863252241	96.652166915%	6175
9543497	0.863380282	96.655627312%	6173
11901244	0.863508323	96.659086027%	6170
7967826	0.863636364	96.662544742%	6170
9799037	0.863764405	96.666002896%	6169
3346561	0.863892446	96.669459929%	6167
13999879	0.864020487	96.672913038%	6160
17949001	0.864148528	96.676366148%	6160
5593337	0.864276569	96.679819257%	6160
7843192	0.864404609	96.683272366%	6160
8001249	0.864532650	96.686725475%	6160
17575736	0.864660691	96.690175221%	6154
8363698	0.864788732	96.693622725%	6150
6228088	0.864916773	96.697068546%	6147
16319574	0.865044814	96.700513247%	6145
12966366	0.865172855	96.703955705%	6141
8412508	0.865300896	96.707394240%	6134
7344890	0.865428937	96.710830532%	6130
11069345	0.865556978	96.714264021%	6125
17672051	0.865685019	96.717697510%	6125
6278211	0.865813060	96.721131000%	6125
805942	0.865941101	96.724564489%	6125
8358639	0.866069142	96.727997978%	6125
7059261	0.866197183	96.731428664%	6120
8130555	0.866325224	96.734859351%	6120
8915877	0.866453265	96.738290037%	6120
6371833	0.866581306	96.741719042%	6117
7969463	0.866709347	96.745145804%	6113
12144929	0.866837388	96.748571446%	6111
1730731	0.866965429	96.751997087%	6111
17842326	0.867093470	96.755422728%	6111
17861332	0.867221511	96.758848369%	6111
733613	0.867349552	96.762274011%	6111
979482	0.867477593	96.765699652%	6111
11818459	0.867605634	96.769124733%	6110
12441073	0.867733675	96.772548692%	6108
17895002	0.867861716	96.775971531%	6106
312153	0.867989757	96.779391566%	6101
13045355	0.868117798	96.782811041%	6100
4156261	0.868245839	96.786230516%	6100
9606358	0.868373880	96.789649991%	6100
14200776	0.868501921	96.793068906%	6099
14498830	0.868629962	96.796487260%	6098
16613127	0.868758003	96.799905053%	6097
12916228	0.868886044	96.803318922%	6090
16705083	0.869014085	96.806732792%	6090
8098137	0.869142125	96.810146661%	6090
11929327	0.869270166	96.813559409%	6088
368579	0.869398207	96.816969354%	6083
12208401	0.869526248	96.820378179%	6081
3132518	0.869654289	96.823787003%	6081
15391295	0.869782330	96.827195266%	6080
460282	0.869910371	96.830603530%	6080
764345	0.870038412	96.834011794%	6080
3449695	0.870166453	96.837419497%	6079
15626961	0.870294494	96.840823276%	6072
17763051	0.870422535	96.844227055%	6072
12324554	0.870550576	96.847630273%	6071
15114526	0.870678617	96.851032931%	6070
8911999	0.870806658	96.854435589%	6070
16876022	0.870934699	96.857834884%	6064
2979674	0.871062740	96.861225209%	6048
12239543	0.871190781	96.864611050%	6040
15325807	0.871318822	96.867996891%	6040
12836743	0.871446863	96.871382171%	6039
8899456	0.871574904	96.874767451%	6039
7073247	0.871702945	96.878150489%	6035
7905439	0.871830986	96.881531285%	6031
15849308	0.871959027	96.884901430%	6012
9368398	0.872087068	96.888271014%	6011
11959115	0.872215109	96.891640038%	6010
13026142	0.872343150	96.895008501%	6009
11878239	0.872471191	96.898373601%	6003
18104605	0.872599232	96.901738700%	6003
10216615	0.872727273	96.905102119%	6000
10702973	0.872855314	96.908465537%	6000
10925342	0.872983355	96.911828955%	6000
16692485	0.873111396	96.915192373%	6000
17274468	0.873239437	96.918555791%	6000
17702051	0.873367478	96.921919209%	6000
17703798	0.873495519	96.925282627%	6000
18057728	0.873623560	96.928646045%	6000
2068831	0.873751601	96.932009463%	6000
3206136	0.873879641	96.935372881%	6000
3536151	0.874007682	96.938736299%	6000
5729975	0.874135723	96.942099717%	6000
6064220	0.874263764	96.945463135%	6000
6996428	0.874391805	96.948826553%	6000
9396935	0.874519846	96.952189971%	6000
9426413	0.874647887	96.955553389%	6000
9534100	0.874775928	96.958916807%	6000
9859525	0.874903969	96.962280225%	6000
9945516	0.875032010	96.965643643%	6000
10941006	0.875160051	96.969006501%	5999
11767014	0.875288092	96.972369358%	5999
12375236	0.875416133	96.975732216%	5999
13693251	0.875544174	96.979095073%	5999
1369824	0.875672215	96.982457931%	5999
14292014	0.875800256	96.985820788%	5999
14355772	0.875928297	96.989183646%	5999
14700031	0.876056338	96.992546503%	5999
15266595	0.876184379	96.995909361%	5999
15390293	0.876312420	96.999272218%	5999
16278211	0.876440461	97.002635075%	5999
17531490	0.876568502	97.005997933%	5999
17684418	0.876696543	97.009360790%	5999
17829970	0.876824584	97.012723648%	5999
17893885	0.876952625	97.016086505%	5999
1805191	0.877080666	97.019449363%	5999
18083218	0.877208707	97.022812220%	5999
387420	0.877336748	97.026175078%	5999
4176231	0.877464789	97.029537935%	5999
5583383	0.877592830	97.032900793%	5999
5687897	0.877720871	97.036263650%	5999
622185	0.877848912	97.039626508%	5999
6879241	0.877976953	97.042989365%	5999
6950188	0.878104994	97.046352223%	5999
7210260	0.878233035	97.049715080%	5999
7719005	0.878361076	97.053077938%	5999
8262956	0.878489117	97.056440795%	5999
9147486	0.878617157	97.059803653%	5999
9441009	0.878745198	97.063166510%	5999
9449036	0.878873239	97.066529367%	5999
10000460	0.879001280	97.069891664%	5998
10373963	0.879129321	97.073253961%	5998
10903104	0.879257362	97.076616258%	5998
16515128	0.879385403	97.079978555%	5998
17815688	0.879513444	97.083340852%	5998
18017894	0.879641485	97.086703149%	5998
18086552	0.879769526	97.090065446%	5998
5773444	0.879897567	97.093427743%	5998
6298355	0.880025608	97.096790040%	5998
763415	0.880153649	97.100152336%	5998
12198519	0.880281690	97.103514073%	5997
17089460	0.880409731	97.106875809%	5997
17841015	0.880537772	97.110237545%	5997
17060914	0.880665813	97.113598721%	5996
17724608	0.880793854	97.116959336%	5995
14665162	0.880921895	97.120319391%	5994
6533013	0.881049936	97.123679446%	5994
8004322	0.881177977	97.127038940%	5993
1425006	0.881306018	97.130397873%	5992
10623096	0.881434059	97.133755686%	5990
11398848	0.881562100	97.137113498%	5990
11783785	0.881690141	97.140471310%	5990
14214239	0.881818182	97.143829123%	5990
14405990	0.881946223	97.147186935%	5990
14556501	0.882074264	97.150544747%	5990
14566877	0.882202305	97.153902560%	5990
1560280	0.882330346	97.157260372%	5990
16600396	0.882458387	97.160618184%	5990
17421879	0.882586428	97.163975997%	5990
17455469	0.882714469	97.167333809%	5990
17754731	0.882842510	97.170691621%	5990
17817852	0.882970551	97.174049434%	5990
18023388	0.883098592	97.177407246%	5990
18078086	0.883226633	97.180765058%	5990
18097803	0.883354673	97.184122871%	5990
18105677	0.883482714	97.187480683%	5990
22000	0.883610755	97.190838495%	5990
333512	0.883738796	97.194196308%	5990
3382063	0.883866837	97.197554120%	5990
3527655	0.883994878	97.200911933%	5990
388852	0.884122919	97.204269745%	5990
4946335	0.884250960	97.207627557%	5990
6808907	0.884379001	97.210985370%	5990
7042309	0.884507042	97.214343182%	5990
7074714	0.884635083	97.217700994%	5990
7137549	0.884763124	97.221058807%	5990
7511160	0.884891165	97.224416619%	5990
857356	0.885019206	97.227774431%	5990
872811	0.885147247	97.231132244%	5990
9176120	0.885275288	97.234490056%	5990
7610794	0.885403329	97.237847308%	5989
12404203	0.885531370	97.241203999%	5988
13092361	0.885659411	97.244560690%	5988
15880047	0.885787452	97.247917381%	5988
16963742	0.885915493	97.251274073%	5988
17565272	0.886043534	97.254630764%	5988
17830046	0.886171575	97.257987455%	5988
17863422	0.886299616	97.261344146%	5988
17886125	0.886427657	97.264700837%	5988
17890788	0.886555698	97.268057529%	5988
17896694	0.886683739	97.271414220%	5988
4757508	0.886811780	97.274770911%	5988
764016	0.886939821	97.278127602%	5988
7934227	0.887067862	97.281484293%	5988
8955278	0.887195903	97.284840985%	5988
9984570	0.887323944	97.288197676%	5988
3234764	0.887451985	97.291552685%	5985
180179	0.887580026	97.294907134%	5984
1071476	0.887708067	97.298259341%	5980
11219145	0.887836108	97.301611548%	5980
11324177	0.887964149	97.304963754%	5980
11338296	0.888092190	97.308315961%	5980
11662269	0.888220230	97.311668168%	5980
12129854	0.888348271	97.315020374%	5980
12293364	0.888476312	97.318372581%	5980
12366101	0.888604353	97.321724787%	5980
1262847	0.888732394	97.325076994%	5980
13067000	0.888860435	97.328429201%	5980
13249169	0.888988476	97.331781407%	5980
13284774	0.889116517	97.335133614%	5980
13584058	0.889244558	97.338485821%	5980
13791974	0.889372599	97.341838027%	5980
14104080	0.889500640	97.345190234%	5980
14132229	0.889628681	97.348542441%	5980
14687522	0.889756722	97.351894647%	5980
15260206	0.889884763	97.355246854%	5980
15501443	0.890012804	97.358599061%	5980
15574571	0.890140845	97.361951267%	5980
16019620	0.890268886	97.365303474%	5980
16668035	0.890396927	97.368655681%	5980
16808547	0.890524968	97.372007887%	5980
17061988	0.890653009	97.375360094%	5980
17383906	0.890781050	97.378712300%	5980
17652400	0.890909091	97.382064507%	5980
17871573	0.891037132	97.385416714%	5980
18004285	0.891165173	97.388768920%	5980
18035165	0.891293214	97.392121127%	5980
18051288	0.891421255	97.395473334%	5980
18070962	0.891549296	97.398825540%	5980
2047162	0.891677337	97.402177747%	5980
5658300	0.891805378	97.405529954%	5980
6590859	0.891933419	97.408882160%	5980
6709272	0.892061460	97.412234367%	5980
7280522	0.892189501	97.415586574%	5980
7289507	0.892317542	97.418938780%	5980
7736725	0.892445583	97.422290987%	5980
7743395	0.892573624	97.425643194%	5980
9186025	0.892701665	97.428995400%	5980
9210047	0.892829706	97.432347607%	5980
9738849	0.892957746	97.435699814%	5980
13383537	0.893085787	97.439051460%	5979
15065531	0.893213828	97.442403106%	5979
7125839	0.893341869	97.445754752%	5979
12747411	0.893469910	97.449105837%	5978
8673288	0.893597951	97.452456362%	5977
12525167	0.893725992	97.455806327%	5976
16530148	0.893854033	97.459156291%	5976
17759246	0.893982074	97.462506255%	5976
982924	0.894110115	97.465856220%	5976
5424716	0.894238156	97.469202821%	5970
9089614	0.894366197	97.472549422%	5970
14780522	0.894494238	97.475894901%	5968
894994	0.894622279	97.479238139%	5964
15376965	0.894750320	97.482579134%	5960
16833692	0.894878361	97.485920129%	5960
16937115	0.895006402	97.489261125%	5960
16997833	0.895134443	97.492602120%	5960
17875056	0.895262484	97.495943115%	5960
18070409	0.895390525	97.499284110%	5960
18092562	0.895518566	97.502625106%	5960
4177844	0.895646607	97.505966101%	5960
6974640	0.895774648	97.509307096%	5960
7767335	0.895902689	97.512648092%	5960
7996689	0.896030730	97.515989087%	5960
8225464	0.896158771	97.519330082%	5960
8715011	0.896286812	97.522671077%	5960
8094590	0.896414853	97.526010951%	5958
17101151	0.896542894	97.529347462%	5952
6853891	0.896670935	97.532682852%	5950
9236325	0.896798976	97.536018241%	5950
9746140	0.896927017	97.539353631%	5950
15604772	0.897055058	97.542688460%	5949
2112782	0.897183099	97.546019925%	5943
12742431	0.897311140	97.549349709%	5940
13175304	0.897439181	97.552679493%	5940
13584855	0.897567222	97.556009277%	5940
1376911	0.897695262	97.559339061%	5940
16844734	0.897823303	97.562668845%	5940
17527189	0.897951344	97.565998628%	5940
